FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
591,799,0,792, ,10122,3993,12.9835997
592,805,0,394, ,10037,3681,2.9923899
593,806,0,163475, ,31742,1031,33.0890999
594,733,0,355, ,10037,3681,11.3099003
595,665,0,1283, ,10020,3534,12.9595003
596,796,1195,903,Upper Methow,30159,43,19.0000000
597,788,1194,499,Upper Methow,31194,788,12.0240002
598,800,1394,100643,Upper Methow,31394,800,23.4920006
599,809,1407,470,Upper Methow,31407,809,47.0000000
600,813,920,594, ,32586,1723,26.0000000
601,814,579,540, ,30283,181,19.0000000
602,754,1119,7917, ,31451,784,28.9822998
603,667,914,28456, ,32209,1323,6.3654799
604,772,1620,6941,Upper Methow,31620,772,13.5789003
605,811,1125,479, ,32918,2097,16.8934994
606,812,925,5586, ,32454,1555,15.6564999
607,820,0,1753, ,10071,3760,18.2138996
608,821,0,450, ,10339,5063,45.0999985
609,795,0,1391, ,10180,4316,11.0000000
610,824,1728,846,Upper Methow,31728,824,2.9964499
611,807,0,283741, ,32598,1784,24.7912998
612,826,0,285196, ,32598,1784,24.7217007
613,778,0,878, ,10150,4033,14.9658003
614,831,0,768, ,10163,4168,7.0091100
615,832,0,1827, ,10071,3760,11.1292000
616,763,0,1791, ,10071,3760,19.5645008
617,797,934,109373, ,10492,5643,15.6908998
618,834,0,3644, ,10067,3693,15.1956997
619,589,0,4789, ,10078,3617,16.3062992
620,853,952,520, ,31868,1135,30.0576992
621,771,0,83528, ,10404,5384,32.7484016
622,841,0,767, ,32577,1718,48.0625992
623,842,0,85545, ,10404,5384,32.7137985
624,843,0,77347, ,20359,5196,33.7234001
625,804,0,1171, ,32597,1810,2.0034201
626,845,0,5471, ,10069,3770,7.6631298
627,846,787,447, ,32918,2097,18.9575005
628,848,780,423, ,30481,226,38.0898018
629,850,0,1392, ,10180,4316,9.9928198
630,852,0,5607, ,10069,3770,21.6387997
631,855,1189,363, ,30345,211,19.0522995
632,818,1148,8763, ,31835,890,29.2796001
633,856,0,451, ,10339,5063,13.0000000
634,857,0,952, ,10019,3501,15.9832001
635,844,0,7141, ,10348,5040,6.4096098
636,822,0,981, ,10019,3501,14.0000000
637,860,0,474, ,10339,5063,15.0000000
638,802,0,806, ,10122,3993,18.0223007
639,816,0,679, ,10040,3697,8.0000000
640,862,0,4793, ,10078,3617,21.7698994
641,859,0,7893, ,10090,3714,6.9480600
642,782,1103,671, ,0,0,0.0000000
643,864,0,350, ,32298,1492,1.9942900
644,830,1104,701, ,31860,1176,41.0000000
645,866,0,4751, ,20107,4153,8.2102699
646,819,949,34200, ,31791,992,7.9644699
647,837,948,110144, ,10492,5643,15.8027000
648,867,0,649, ,32757,2022,2.0030799
649,874,0,411, ,10094,3781,14.0000000
650,875,0,3592, ,10067,3693,8.6795702
651,815,1480,101951,Upper Methow,31480,815,23.6623993
652,869,1481,434,Upper Methow,31481,869,16.0368996
653,664,1121,4574, ,30401,239,38.5279999
654,865,9999,1480, ,20427,5491,39.5952988
655,840,0,10417, ,10234,4664,15.0925999
656,849,0,426, ,0,0,0.0000000
657,882,0,537, ,32414,1549,29.8882999
658,883,0,4075, ,10049,3446,21.1023006
659,884,0,3538, ,10432,5421,19.6088009
660,885,0,1887, ,10114,3957,23.9633999
661,878,1504,102517,Upper Methow,31480,815,23.6520996
662,891,1503,976,Upper Methow,31503,891,44.0451012
663,871,0,453, ,10339,5063,7.0154500
664,715,1655,2570,Upper Methow,31655,715,21.0081997
665,873,1654,436,Upper Methow,31654,873,16.0000000
666,851,0,642, ,32471,1654,18.0561008
667,801,1827,1325,Upper Methow,10020,3534,17.5517006
668,889,1865,7521,Upper Methow,31865,889,28.2570992
669,886,0,1197, ,10212,4503,12.9123001
670,946,0,3716, ,10067,3693,16.8554993
671,890,1835,9002,Upper Methow,31835,890,26.2957001
672,893,2056,2321,Upper Methow,32056,893,0.0000000
673,861,0,287176, ,32598,1784,24.6303005
674,881,0,632, ,0,0,0.0000000
675,896,0,293031, ,32598,1784,24.4228001
676,901,0,1014, ,0,0,0.0000000
677,903,0,766, ,32577,1718,7.0274200
678,907,0,2558, ,10374,5121,22.2381001
679,908,0,1202, ,32597,1810,14.0348997
680,868,1074,1054, ,10050,3698,13.0000000
681,870,1061,145080, ,31883,1132,13.9966002
682,902,0,393, ,10037,3681,4.0000000
683,863,0,1868, ,10114,3957,11.5043001
684,913,0,446, ,10339,5063,11.1479998
685,914,0,2094, ,10412,5440,8.7445097
686,904,1859,11876,Upper Methow,31859,904,24.2973995
687,916,2044,3252,Upper Methow,20088,4075,14.7854004
688,915,1100,807, ,32496,1656,9.9876099
689,917,1102,514, ,32381,1610,6.0000000
690,918,1829,16477,Upper Methow,31829,918,21.3313999
691,919,1943,1925,Upper Methow,31943,919,3.0000000
692,876,1381,952,Upper Methow,20114,4281,23.0242004
693,810,1380,2920,Upper Methow,30573,352,26.1257000
694,879,1227,6631, ,10204,4498,39.5975990
695,905,1228,353, ,0,0,0.0000000
696,926,0,73846, ,10366,5079,34.9308014
697,922,0,1780, ,10071,3760,4.6421299
698,906,0,294161, ,32598,1784,24.3533001
699,877,0,1807, ,10071,3760,22.0242996
700,930,0,464, ,10339,5063,47.0000000
701,938,0,1674, ,10071,3760,32.0000000
702,898,0,673, ,10040,3697,1.0000000
703,940,0,940, ,10150,4033,16.9456997
704,941,0,1964, ,10114,3957,16.5356007
705,942,0,900, ,10150,4033,29.0000000
706,943,0,711, ,10163,4168,9.0000000
707,911,1106,1420, ,20427,5491,9.3267603
708,910,1105,146442, ,31883,1132,14.0105000
709,934,2028,378,Upper Methow,30633,375,23.1667004
710,927,0,573, ,32717,1887,13.9756002
711,947,9999,3607,Upper Methow,10067,3693,27.5478001
712,789,1672,12480,Upper Methow,31672,789,17.5835991
713,950,0,542, ,32717,1887,33.0000000
714,952,1673,40264,Upper Methow,31673,952,17.3948994
715,929,1685,418,Upper Methow,31685,929,21.0501995
716,935,0,2777, ,20009,3647,20.1403999
717,954,2099,2952,Upper Methow,32099,954,29.8481998
718,955,2072,556,Upper Methow,32072,955,15.9712000
719,958,0,350, ,10037,3681,4.0114298
720,959,1737,39528,Upper Methow,31673,952,17.1112995
721,887,1607,104576,Upper Methow,31480,815,23.9909992
722,956,1623,1120,Upper Methow,31623,956,50.0446014
723,933,0,407, ,10094,3781,30.0737000
724,951,0,545, ,32414,1549,32.0000000
725,966,1278,369, ,32898,2077,45.2439003
726,925,1277,7078, ,10348,5040,39.8713989
727,894,0,833, ,10122,3993,8.0095997
728,932,0,421, ,10094,3781,2.0000000
729,921,1414,4194,Upper Methow,30397,208,26.5636997
730,974,1419,1076,Upper Methow,31419,974,24.9768009
731,945,1171,148100, ,31883,1132,13.9700003
732,920,1170,1051, ,10050,3698,16.0000000
733,969,942,608, ,32586,1723,6.9884901
734,964,941,368, ,30698,443,24.0652008
735,962,0,420, ,10094,3781,33.0000000
736,897,899,858, ,10150,4033,32.0000000
737,900,898,1502, ,0,0,0.0000000
738,979,0,1719, ,10071,3760,25.0291004
739,983,0,701, ,10040,3697,14.0000000
740,984,0,72900, ,10366,5079,35.2093010
741,972,1286,7492, ,10348,5040,40.2430992
742,968,1285,385, ,32898,2077,40.8935013
743,981,909,711, ,32958,2241,4.0056300
744,924,1817,20438,Upper Methow,31817,924,18.5760994
745,990,1944,1274,Upper Methow,31944,990,0.0000000
746,931,1511,735,Upper Methow,30238,86,19.0000000
747,977,1510,479,Upper Methow,31510,977,15.0000000
748,948,1763,3901,Upper Methow,31763,948,18.8405991
749,992,1791,33372,Upper Methow,31791,992,16.5282993
750,993,1765,37373,Upper Methow,31765,993,16.7896004
751,995,1852,1178,Upper Methow,31852,995,9.9915104
752,939,0,3158, ,20088,4075,37.0978012
753,967,0,294904, ,32598,1784,24.3122997
754,996,0,3454, ,10432,5421,42.7532997
755,971,0,396, ,32298,1492,43.0000000
756,1003,0,348, ,10037,3681,4.0000000
757,957,0,699, ,32757,2022,34.0000000
758,999,0,817, ,10122,3993,5.9926600
759,825,1836,9518,Upper Methow,31836,825,11.8045998
760,1005,0,10100, ,10107,3923,40.8608017
761,987,935,3140, ,20088,4075,17.5459003
762,1010,938,369, ,32298,1492,11.0000000
763,989,1837,21928,Upper Methow,31837,989,18.6054993
764,982,0,426, ,10094,3781,33.1548996
765,1012,0,9384, ,10107,3923,40.8030014
766,880,0,12406, ,10108,3808,13.9678001
767,1006,0,558, ,10072,3752,19.0340004
768,988,0,393, ,32298,1492,40.1017990
769,973,0,1350, ,10020,3534,5.5659299
770,998,0,7595, ,10348,5040,40.0853996
771,1017,0,8645, ,10379,5152,40.7723999
772,1004,0,1461, ,10180,4316,5.5195098
773,1019,0,1020, ,10019,3501,43.4058990
774,1008,1830,32197,Upper Methow,31791,992,16.5109005
775,961,1355,1329, ,0,0,0.0000000
776,858,1354,11284, ,30432,217,32.9221001
777,1022,1994,691,Upper Methow,31994,1022,10.0000000
778,1001,0,12298, ,10244,4690,40.3658981
779,1002,0,441, ,10339,5063,37.9137993
780,1025,0,345, ,32298,1492,41.0000000
781,1026,0,513, ,31868,1135,12.0234003
782,1027,0,520, ,31868,1135,9.0692301
783,1028,0,364, ,32298,1492,48.8653984
784,953,1741,53839,Upper Methow,31741,953,19.3761005
785,949,1066,1025, ,32023,1231,3.0058501
786,1009,1065,568, ,0,0,0.0000000
787,963,1740,106387,Upper Methow,31480,815,24.4073009
788,1030,0,1088, ,32695,1890,22.0403996
789,1033,0,377, ,30698,443,11.9681997
790,1024,0,375, ,10037,3681,10.0000000
791,1031,1742,160247,Upper Methow,31742,1031,22.7189999
792,1037,1743,405,Upper Methow,31743,1037,57.0000000
793,1041,0,3862, ,10067,3693,18.2017002
794,1039,0,361, ,32298,1492,16.0000000
795,1007,0,527, ,31868,1135,27.0000000
796,1034,0,5024, ,10078,3617,14.9361000
797,1045,0,759, ,10163,4168,2.0026400
798,978,1000,1535, ,30728,440,14.3641996
799,1016,0,1591, ,10160,4136,41.1842003
800,1051,0,396, ,32298,1492,44.0000000
801,1052,0,537, ,32414,1549,50.0000000
802,1053,0,15136, ,10127,3958,40.3442993
803,1054,0,57131, ,31052,613,34.0614014
804,1043,0,718, ,10163,4168,2.0000000
805,1011,999,4078, ,10049,3446,17.0168991
806,1056,0,1207, ,32597,1810,41.9304008
807,1076,0,2916, ,20009,3647,23.3785992
808,1029,0,13234, ,10108,3808,39.9761009
809,1058,0,1462, ,10180,4316,47.3735008
810,1013,0,737, ,32577,1718,14.0000000
811,1059,0,533, ,32735,1963,23.0431995
812,1055,1025,5643, ,10069,3770,16.2261009
813,1061,2079,1770,Upper Methow,32079,1061,17.1056004
814,1062,2073,373,Upper Methow,32073,1062,0.0000000
815,1064,1038,5356, ,32454,1555,9.9945898
816,985,1665,837,Upper Methow,31665,985,34.0000000
817,1066,1666,518,Upper Methow,31666,1066,39.9227982
818,986,1389,8968, ,10379,5152,40.4846992
819,899,1388,1815, ,32256,1418,35.0192986
820,976,1208,150353, ,31742,1031,14.0244999
821,1020,1207,2038, ,10412,5440,18.0000000
822,1046,0,1069, ,10050,3698,20.5660000
823,1070,0,56487, ,31003,501,34.2081985
824,1071,0,443, ,10339,5063,24.0000000
825,1018,0,3752, ,10067,3693,4.4280400
826,912,0,3060, ,20088,4075,8.0588198
827,1075,0,513, ,10147,4127,8.0000000
828,970,0,1369, ,32734,1885,32.3410988
829,1021,0,978, ,0,0,0.0000000
830,783,0,2010, ,10114,3957,8.9865704
831,1072,0,6978, ,10204,4498,6.1289802
832,1073,0,820, ,0,0,0.0000000
833,1080,0,302876, ,32855,2131,23.9930000
834,1087,0,426, ,10094,3781,40.9038010
835,944,0,965, ,10019,3501,4.0000000
836,1077,0,718, ,10163,4168,1.9972100
837,1068,1270,152541, ,31742,1031,14.0914001
838,1089,0,449, ,10339,5063,54.0000000
839,1092,1271,481, ,10339,5063,33.0000000
840,1063,1101,11912, ,10244,4690,12.4871998
841,1093,1140,1380, ,32935,2238,6.0000000
842,1036,0,901, ,10150,4033,6.9922299
843,1060,0,1471, ,10180,4316,15.3636999
844,1081,1807,590,Upper Methow,31807,1081,41.9287987
845,1015,1489,915, ,32463,1576,34.0372009
846,1083,0,10175, ,10107,3923,6.4454999
847,1069,0,406, ,10094,3781,8.0197001
848,1042,1808,161547,Upper Methow,31742,1031,22.9612999
849,994,1745,1302,Upper Methow,31745,994,31.0000000
850,1065,1744,1831,Upper Methow,31744,1065,40.0950012
851,1099,1505,474, ,20400,5406,41.0864983
852,1038,1139,769, ,32958,2241,3.0000000
853,1095,0,489, ,10147,4127,8.0000000
854,1090,0,1722, ,10071,3760,3.0743301
855,1088,1138,14005, ,30276,106,11.5167999
856,1106,0,829, ,10122,3993,9.0108604
857,1107,2242,477,Upper Methow,32242,1107,18.0000000
858,1103,0,448, ,10339,5063,31.1383991
859,1110,2261,442,Upper Methow,32261,1110,18.6923008
860,1112,0,55901, ,31003,501,34.3073997
861,1101,1075,438, ,30481,226,3.0000000
862,1113,1083,4005, ,31893,1098,10.5331001
863,1104,0,2256, ,20284,4889,4.8142700
864,1097,1842,162421,Upper Methow,31742,1031,23.0725994
865,1108,1841,368,Upper Methow,31841,1108,41.0000000
866,1117,0,10813, ,10234,4664,6.8149400
867,1032,1186,2178, ,32635,1776,2.7323201
868,1102,1185,14967, ,10127,3958,11.2402000
869,1091,1318,153368, ,31742,1031,14.1864004
870,1115,1375,355, ,32898,2077,21.9379997
871,1035,1374,969, ,32023,1231,18.0000000
872,1120,1324,26271, ,32848,2134,11.2904997
873,1086,1443,11414, ,10244,4690,39.6404991
874,1048,1442,910, ,32463,1576,38.0418015
875,928,1613,1676,Upper Methow,31613,928,31.9808998
876,975,1612,7176,Upper Methow,31612,975,29.3686008
877,1105,1084,740, ,32958,2241,5.0067601
878,1119,1853,162881,Upper Methow,31742,1031,23.1268005
879,1129,1109,3094, ,32415,1607,11.8810997
880,1131,1947,1794,Upper Methow,31947,1131,17.0095005
881,1121,1221,17302, ,10130,4034,10.1493998
882,1138,1296,2496, ,32374,1550,5.0000000
883,1128,1647,8931,Upper Methow,31647,1128,29.9570999
884,1134,0,770, ,10163,4168,27.0000000
885,1118,0,13496, ,10108,3808,6.7078400
886,1014,0,14139, ,30276,106,13.1729002
887,1142,1648,403,Upper Methow,31648,1142,0.0000000
888,1143,0,54922, ,31003,501,34.4987984
889,1100,0,1131, ,10050,3698,3.9929299
890,1116,0,597, ,10240,4732,0.0000000
891,1122,1344,180266, ,32089,1262,13.8241997
892,1145,1392,2118, ,32635,1776,21.3719997
893,1096,0,542, ,32414,1549,27.0000000
894,1125,1464,12564, ,10108,3808,39.5854988
895,1136,1463,403, ,32514,1745,37.9057007
896,1078,0,1020, ,0,0,0.0000000
897,1109,0,304279, ,32855,2131,23.9277000
898,1162,0,1453, ,10180,4316,0.9993120
899,1132,1883,164856,Upper Methow,31742,1031,23.0785999
900,1135,1868,505,Upper Methow,31868,1135,44.0871010
901,1158,0,440, ,0,0,0.0000000
902,1144,0,27723, ,10142,4077,9.9966402
903,1160,0,54313, ,31003,501,34.6375008
904,1057,1323,1631, ,0,0,0.0000000
905,1163,1325,24119, ,32848,2134,10.6997995
906,1155,1894,165510,Upper Methow,31894,1155,23.1534004
907,1161,0,674, ,31860,1176,8.0000000
908,1139,0,799, ,32496,1656,15.0187998
909,1098,1893,3962,Upper Methow,31893,1098,28.7168007
910,1111,1843,1074,Upper Methow,31843,1111,38.0708008
911,1126,0,801, ,10122,3993,8.9887600
912,1154,0,1922, ,10114,3957,25.0389996
913,1151,0,1801, ,10071,3760,23.3493004
914,1159,0,554, ,10072,3752,8.9837503
915,1176,1860,697,Upper Methow,20252,4996,45.0000000
916,1137,1304,21289, ,32136,1381,9.8853903
917,1171,1341,2011, ,10114,3957,11.4610004
918,1157,1693,394,Upper Methow,31693,1157,0.0000000
919,1141,1692,9529,Upper Methow,31692,1141,30.5669994
920,1177,1479,1038, ,10050,3698,19.0182991
921,1173,1712,9958,Upper Methow,31692,1141,30.7292004
922,1180,1449,1021, ,10019,3501,25.0000000
923,1182,1723,352,Upper Methow,31723,1182,48.0000000
924,1124,0,1085, ,10050,3698,1.0000000
925,1185,1382,966, ,32023,1231,9.6842699
926,1192,1411,977, ,32023,1231,11.0225000
927,1149,0,822, ,10122,3993,7.0085201
928,1178,0,572, ,32414,1549,46.0803986
929,1179,0,415, ,10094,3781,32.0770988
930,1094,0,4468, ,20107,4153,6.6481600
931,1156,0,919, ,10150,4033,37.9586983
932,1195,0,52171, ,31003,501,34.7574997
933,1166,1964,169775,Upper Methow,31894,1155,23.4839001
934,1168,1963,2285,Upper Methow,31963,1168,31.6205997
935,1199,0,51565, ,10387,4792,34.8051987
936,1202,1247,377, ,30698,443,23.0610008
937,1203,1203,1365, ,32935,2238,9.6739902
938,1167,0,1795, ,32256,1418,14.7119999
939,1198,2140,16999,Upper Methow,31829,918,24.9550991
940,1205,0,554, ,32717,1887,37.9314003
941,1207,0,406, ,10094,3781,39.0000000
942,1211,2372,1678,Upper Methow,32372,1211,19.0000000
943,1133,0,1366, ,10020,3534,3.0000000
944,1170,0,2516, ,10374,5121,19.1427002
945,1181,1776,10815,Upper Methow,31776,1181,32.1444016
946,1183,1633,2819, ,32464,1606,42.2883987
947,1023,1632,15874, ,20220,4700,35.7412987
948,1190,0,1138, ,10050,3698,34.8594017
949,1212,0,433, ,10094,3781,32.0000000
950,1215,0,454, ,10339,5063,1.0000000
951,1204,0,21645, ,31281,602,20.3381004
952,1257,1799,614,Upper Methow,31799,1257,53.0000000
953,1209,2124,20176,Upper Methow,32124,1209,24.8332005
954,1222,2342,513,Upper Methow,20178,4445,23.9531994
955,1223,1424,474, ,32918,2097,3.9915600
956,1224,1410,401, ,31685,929,13.0000000
957,1214,0,1851, ,10114,3957,2.4592099
958,1225,0,368, ,10037,3681,2.0000000
959,1153,0,306795, ,32855,2131,23.7812004
960,1228,0,424, ,0,0,0.0000000
961,1147,0,1252, ,32654,1849,19.0151997
962,1067,0,1664, ,10160,4136,28.0000000
963,1201,0,1496, ,10180,4316,12.0000000
964,1186,1997,365,Upper Methow,31997,1186,0.0000000
965,1200,9999,172265,Upper Methow,31894,1155,23.7068005
966,1234,1288,462, ,32918,2097,9.9783602
967,1235,1260,450, ,32918,2097,6.0133300
968,1127,0,1218, ,32597,1810,34.0279007
969,1184,0,988, ,10019,3501,38.0000000
970,1236,0,742, ,10163,4168,20.0270004
971,1123,1493,2443, ,32506,1620,28.6655998
972,1226,0,365, ,32298,1492,32.0000000
973,1188,0,5585, ,10069,3770,6.3500400
974,1050,1823,2628,Upper Methow,31823,1050,26.0000000
975,1219,1822,11611,Upper Methow,31822,1219,33.5741997
976,1150,1492,184104, ,32089,1262,14.1142998
977,1240,0,415, ,10094,3781,36.9108009
978,1245,0,12350, ,10244,4690,26.4962997
979,1218,2337,650,Upper Methow,32337,1218,0.0000000
980,1247,2362,558,Upper Methow,32362,1247,18.7742004
981,1242,1512,186611, ,32089,1262,14.3123999
982,1250,1575,782, ,0,0,0.0000000
983,1217,0,24267, ,20118,4242,20.1558990
984,1254,0,630, ,10240,4732,9.0000000
985,1252,0,3803, ,10067,3693,1.3904800
986,1194,1713,1084, ,31843,1111,31.9705009
987,1227,0,307382, ,32855,2131,23.7455006
988,1258,1734,1110, ,31843,1111,37.9658012
989,1256,2115,22259,Upper Methow,32115,1256,25.5316010
990,1259,2380,3025,Upper Methow,32380,1259,0.0000000
991,1249,9999,187473, ,32089,1262,14.4799004
992,1241,0,539, ,0,0,0.0000000
993,1238,2022,172731,Upper Methow,31894,1155,23.7406006
994,1233,1513,381, ,32298,1492,31.0000000
995,1148,0,3072, ,20088,4075,1.4700500
996,1232,0,451, ,10339,5063,1.0044301
997,1251,0,387, ,10037,3681,4.9870801
998,1231,2023,1028,Upper Methow,32023,1231,37.0359993
999,1206,0,3276, ,10489,5546,26.0771999
1000,1230,0,2988, ,20088,4075,24.7413006
1001,1253,0,25102, ,20118,4242,19.7607994
1002,1172,0,1162, ,32597,1810,1.0086100
1003,1229,0,527, ,31868,1135,2.0000000
1004,1216,0,490, ,10147,4127,1.0000000
1005,1264,0,33804, ,10169,4232,8.5279303
1006,1213,0,521, ,31868,1135,29.1112995
1007,1244,0,18427, ,20108,4143,19.7360992
1008,1271,0,50135, ,10387,4792,35.0064011
1009,1272,0,2093, ,10412,5440,32.8069992
1010,1268,0,592, ,10240,4732,0.0000000
1011,1263,0,25558, ,20118,4242,19.5046997
1012,1277,0,697, ,10040,3697,9.0000000
1013,1169,0,3500, ,10432,5421,16.4722996
1014,1174,0,1535, ,10160,4136,14.0091000
1015,1265,0,1864, ,10114,3957,1.1942101
1016,1280,0,6642, ,10204,4498,30.6648998
1017,1248,2330,2888,Upper Methow,32330,1248,24.3001995
1018,1284,0,6407, ,10204,4498,26.0997009
1019,1285,2395,10835,Upper Methow,32395,1285,24.2141991
1020,1286,0,3357, ,10489,5546,43.4184990
1021,1287,0,364, ,10037,3681,18.0988998
1022,1288,0,1473, ,10180,4316,38.8282013
1023,1300,0,2864, ,20009,3647,18.6306000
1024,1243,0,1316, ,32734,1885,37.9962006
1025,1175,0,1139, ,10050,3698,47.0000000
1026,1283,0,8727, ,10379,5152,23.8722000
1027,1296,0,391, ,32298,1492,42.2148018
1028,1297,0,5212, ,10078,3617,44.2873993
1029,1299,0,3250, ,20088,4075,36.0111008
1030,1275,0,667, ,32757,2022,2.0000000
1031,991,1931,4061,Upper Methow,31931,991,28.3430004
1032,1246,1930,14896,Upper Methow,31930,1246,32.5681992
1033,1295,0,2201, ,10412,5440,15.6396999
1034,1330,0,1062, ,10050,3698,28.0527000
1035,1269,0,35091, ,10169,4232,8.3426800
1036,1303,0,1089, ,10050,3698,34.9356995
1037,1304,0,2644, ,32374,1550,42.4632988
1038,1305,0,543, ,32735,1963,34.8711014
1039,1306,0,563, ,10072,3752,2.0000000
1040,1266,0,308646, ,32855,2131,23.6816006
1041,1221,0,1894, ,10114,3957,40.1262016
1042,1302,0,1952, ,10114,3957,37.0000000
1043,1291,0,2820, ,20009,3647,44.4840012
1044,1311,0,1338, ,32734,1885,52.0388985
1045,1312,0,49092, ,10387,4792,35.1655998
1046,1313,0,481, ,10339,5063,41.0000000
1047,1293,0,10157, ,10107,3923,32.4818993
1048,1239,0,2759, ,20009,3647,38.9598007
1049,1281,1729,2912, ,32464,1606,36.4821014
1050,1220,1714,19459, ,32037,1301,37.0936012
1051,1260,2184,26627,Upper Methow,32184,1260,26.6543007
1052,1320,0,401, ,0,0,0.0000000
1053,1276,0,27683, ,10142,4077,18.5951996
1054,1322,2185,399,Upper Methow,32185,1322,62.1553993
1055,1325,0,2140, ,10412,5440,19.9673004
1056,1319,0,373, ,0,0,0.0000000
1057,1307,1403,2120, ,32635,1776,6.0028300
1058,1331,1415,496, ,32381,1610,7.0423398
1059,1309,0,456, ,30588,262,4.3070202
1060,1328,0,1067, ,10050,3698,8.0000000
1061,1335,0,623, ,10240,4732,14.0225000
1062,1334,0,1464, ,10180,4316,22.3675003
1063,1262,2089,175284,Upper Methow,31894,1155,23.6119995
1064,1255,0,729, ,32577,1718,28.0000000
1065,1323,2209,27718,Upper Methow,32184,1260,27.6499004
1066,1321,0,13613, ,30276,106,34.7825012
