FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
4877,6626,0,1355, ,32734,1885,10.9386997
4878,6572,0,2487, ,10374,5121,10.4913998
4879,6663,0,515, ,10147,4127,3.0990300
4880,6513,0,2975, ,32415,1607,24.9822006
4881,6676,0,1353, ,32935,2238,25.2816010
4882,6667,0,8855, ,10379,5152,36.0273018
4883,6537,0,8120, ,10090,3714,52.8810005
4884,6650,0,688, ,31860,1176,23.0000000
4885,6669,0,439, ,10094,3781,8.9794998
4886,6685,0,466, ,32265,1551,25.0000000
4887,6651,0,141380, ,31883,1132,34.5351982
4888,6687,0,570, ,10072,3752,14.0000000
4889,6668,0,796, ,10122,3993,3.0037701
4890,6605,0,3246, ,20088,4075,7.9346900
4891,6684,0,373, ,10118,3991,12.3860998
4892,6599,0,720, ,32577,1718,7.3611102
4893,6696,0,408, ,20308,4963,22.5979996
4894,6645,0,440, ,10387,4792,58.0000000
4895,6583,0,385948, ,0,0,47.1847992
4896,6677,0,4681, ,20107,4153,24.9997997
4897,6507,0,34460, ,20202,4576,37.0397987
4898,6703,0,10646, ,20072,3932,33.0681992
4899,6704,0,351, ,0,0,0.0000000
4900,6654,0,3967, ,10049,3446,10.8450003
4901,6686,0,1066, ,10050,3698,11.5581999
4902,6705,0,1042, ,10050,3698,4.1190000
4903,6712,0,2733, ,32099,954,27.2052994
4904,6726,0,5282, ,10070,3779,38.5475006
4905,6731,0,410, ,10371,5303,64.1560974
4906,6636,0,645, ,31860,1176,50.9208984
4907,6659,0,819, ,10431,5326,57.0000000
4908,6732,0,7257, ,20031,3809,32.4725990
4909,6733,0,3185, ,32044,916,33.3406982
4910,6700,0,2081, ,10412,5440,49.9760017
4911,6620,0,1303, ,32850,1925,62.0475998
4912,6604,0,1144, ,32654,1849,55.9510002
4913,6741,0,611, ,10240,4732,3.0000000
4914,6740,0,17912, ,10130,4034,45.0856018
4915,6694,0,3986, ,10049,3446,7.7912698
4916,6751,0,874, ,10150,4033,43.7985992
4917,6688,0,142535, ,31883,1132,34.2919006
4918,6755,0,371, ,10037,3681,14.0000000
4919,6713,0,5565, ,10069,3770,11.1876001
4920,6765,0,641, ,10240,4732,18.0000000
4921,6778,0,668, ,10040,3697,4.4461098
4922,6776,0,591562, ,0,0,21.3705997
4923,6772,0,695, ,31300,741,57.0000000
4924,6635,0,20668, ,31281,602,35.3867989
4925,6612,0,985, ,10019,3501,6.0000000
4926,6747,0,20209, ,31281,602,46.1595993
4927,6551,0,2307, ,20284,4889,37.0159988
4928,6784,0,8543, ,10379,5152,13.1028004
4929,6745,0,424, ,10094,3781,7.0000000
4930,6764,0,6496, ,10204,4498,12.0299997
4931,6787,0,2936, ,32099,954,28.0095005
4932,6701,0,39548, ,20242,4717,35.3260994
4933,6790,0,2799, ,32099,954,31.9885998
4934,6791,0,771, ,32958,2241,19.0000000
4935,6621,0,1370, ,10020,3534,8.0058403
4936,6783,0,10361, ,10234,4664,11.9362001
4937,6794,0,8152, ,10090,3714,12.6566000
4938,6788,0,6986, ,10348,5040,11.6489000
4939,6797,0,352, ,10037,3681,24.0000000
4940,6800,0,1141, ,10050,3698,19.0167007
4941,6767,0,439, ,10094,3781,12.0272999
4942,6792,0,40358, ,20242,4717,35.0098000
4943,6734,0,1490, ,10180,4316,39.6966019
4944,6808,0,390069, ,0,0,47.2266006
4945,6814,0,353, ,20264,4873,48.7224007
4946,6818,0,2332, ,31224,693,27.0116005
4947,6756,0,143556, ,31883,1132,34.1203003
4948,6803,0,407, ,10094,3781,3.0073700
4949,6720,0,662, ,31860,1176,53.0000000
4950,6774,0,477, ,32265,1551,59.2473984
4951,6541,0,2172, ,10412,5440,52.0000000
4952,6829,0,388346, ,0,0,47.2008018
4953,6699,0,387829, ,0,0,47.1853981
4954,6826,0,13629, ,30276,106,50.4715996
4955,6815,0,439, ,10371,5303,50.0000000
4956,6832,0,2157, ,10412,5440,52.8177986
4957,6693,0,981, ,10378,5293,47.0479012
4958,6807,0,945, ,10378,5293,55.0582008
4959,6841,0,12525, ,10108,3808,50.7899017
4960,6842,0,1173, ,32654,1849,51.5378990
4961,6735,0,3968, ,31893,1098,51.4322014
4962,6854,0,8406, ,10090,3714,50.4949989
4963,6838,0,1020, ,20080,3971,27.6352997
4964,6858,0,2570, ,32536,1386,33.9813004
4965,6796,0,12061, ,10244,4690,11.3541002
4966,6862,0,1648, ,10160,4136,15.0091000
4967,6847,0,533, ,10433,5463,48.0900993
4968,6743,0,1565, ,20064,4020,30.0000000
4969,6872,0,2988, ,32044,916,42.8384018
4970,6782,0,22098, ,32115,1256,36.6167984
4971,6785,0,23860, ,20113,4227,46.5056992
4972,6877,0,488, ,10376,5245,55.8852005
4973,6876,0,487, ,20461,5610,46.0000000
4974,6899,0,1940, ,20364,5267,38.2387009
4975,6835,0,2924, ,32464,1606,53.0881996
4976,6900,0,14265, ,30276,106,36.4558983
4977,6845,0,42453, ,10220,4494,33.9136009
4978,6917,0,3039, ,32415,1607,51.3461990
4979,6886,0,371, ,20330,5251,53.8544006
4980,6912,0,393113, ,0,0,47.3100014
4981,6809,0,392318, ,0,0,47.2817001
4982,6868,0,25530, ,20118,4242,36.7080994
4983,6744,0,3843, ,10067,3693,57.6726990
4984,6913,0,623, ,32586,1723,62.0000000
4985,6822,0,144809, ,31883,1132,33.8568993
4986,6861,0,14422, ,30276,106,11.4082003
4987,6923,0,1857, ,30189,62,29.2411995
4988,6924,0,470, ,0,0,0.0000000
4989,6936,0,994, ,20158,4625,35.0000000
4990,6938,0,607, ,31163,475,31.9473000
4991,6902,0,6588, ,10204,4498,50.9481010
4992,6945,0,1018, ,10378,5293,51.0500984
4993,6674,0,2866, ,32464,1606,28.0000000
4994,6863,0,593325, ,0,0,21.3157997
4995,6925,0,703, ,20317,5036,42.0597000
4996,6955,0,628, ,10240,4732,2.0286601
4997,6867,0,26637, ,10154,4126,46.0112991
4998,6957,0,13049, ,10108,3808,37.2350006
4999,6958,0,816, ,10122,3993,36.0000000
5000,6909,0,1864, ,30189,62,22.0118008
5001,6916,0,29427, ,32225,1378,40.4141006
5002,6910,0,394341, ,0,0,47.3506012
5003,6907,0,56924, ,31052,613,34.4748001
5004,6969,0,417, ,10094,3781,29.0695000
5005,6952,0,594061, ,0,0,21.2915993
5006,6976,0,1104, ,10407,5385,51.0461998
5007,6981,0,1203, ,32654,1849,50.0065994
5008,6926,0,159383, ,31883,1132,31.7961998
5009,6967,0,810, ,10122,3993,7.0086398
5010,6988,0,608, ,0,0,0.0000000
5011,6951,0,3709, ,10067,3693,30.4325008
5012,6989,0,13253, ,10108,3808,35.7640991
5013,6990,0,8274, ,32909,2072,42.6315002
5014,6991,0,354, ,20330,5251,60.0000000
5015,6994,0,737, ,32874,1924,47.0000000
5016,6985,0,364, ,10396,5286,41.2252998
5017,6979,0,394, ,10118,3991,26.7131996
5018,7001,0,1487, ,10453,5460,51.0343018
5019,6812,0,1627, ,20226,4648,43.9729996
5020,7006,0,723, ,20081,4150,21.5491009
5021,7007,0,2151, ,32766,1827,49.5993004
5022,6964,0,424322, ,0,0,46.8759995
5023,6995,0,1117, ,10490,5712,51.1431999
5024,7011,0,57705, ,31052,613,34.3004990
5025,7017,0,502, ,10147,4127,23.9521999
5026,6956,0,15634, ,10127,3958,38.6194000
5027,6961,0,28935, ,10154,4126,44.7051010
5028,6830,0,17678, ,10127,3958,50.1819992
5029,7000,0,788, ,32496,1656,49.0000000
5030,6998,0,4635, ,32549,1417,45.3027000
5031,7026,0,3567, ,10489,5546,39.5035019
5032,6962,0,483, ,32265,1551,54.1118011
5033,6999,0,792, ,32496,1656,51.9342995
5034,6993,0,393, ,10118,3991,24.9363995
5035,7016,0,58339, ,31052,613,34.1473007
5036,6983,0,160524, ,31883,1132,31.6219997
5037,7037,0,12157, ,10244,4690,35.0017014
5038,7013,0,425577, ,0,0,46.8865013
5039,7030,0,713, ,0,0,0.0000000
5040,7049,0,501, ,10376,5245,49.9001999
5041,7050,0,540, ,10433,5463,51.0943985
5042,7024,0,18599, ,20108,4143,50.0569000
5043,7031,0,409, ,20308,4963,26.0000000
5044,7138,0,1538, ,10377,5304,45.7496986
5045,7072,0,11301, ,10244,4690,34.2596016
5046,7035,0,219012, ,32352,1499,32.2785988
5047,7023,0,45278, ,10271,4634,42.9700012
5048,7075,0,2872, ,32464,1606,37.0045013
5049,7079,0,442, ,32261,1110,42.0950012
5050,7088,0,2388, ,32926,2074,40.9827995
5051,7089,0,1014, ,10378,5293,36.8816986
5052,7108,0,7342, ,20031,3809,33.8125000
5053,7109,0,3658, ,10067,3693,10.7777004
5054,7118,0,408, ,10371,5303,39.0000000
5055,7119,0,480, ,10356,5139,34.0000000
5056,7092,0,393, ,0,0,0.0000000
5057,7133,0,6798, ,20149,4377,33.6781006
5058,7134,0,353, ,20330,5251,35.0000000
5059,7132,0,583, ,10433,5463,52.0000000
5060,7117,0,443, ,20400,5406,40.0903015
5061,7125,0,377, ,20459,5613,31.0000000
5062,7131,0,587, ,32586,1723,34.0000000
5063,7043,0,426822, ,0,0,46.8413010
5064,7080,0,46285, ,10271,4634,43.3129997
5065,7054,0,536, ,0,0,0.0000000
5066,7028,0,2080, ,10412,5440,32.3404007
5067,7069,0,20455, ,32136,1381,49.5611992
5068,7156,0,484, ,32261,1110,44.2727013
5069,7070,0,222415, ,32352,1499,32.2887993
5070,7090,0,1847, ,10114,3957,5.0000000
5071,7146,0,427641, ,0,0,46.8156013
5072,7116,0,645, ,31860,1176,51.0000000
5073,7155,0,47389, ,10387,4792,43.1052017
5074,7177,0,2228, ,20284,4889,43.0386009
5075,7055,0,705, ,30964,423,12.0170002
5076,7111,0,890, ,30159,43,14.0000000
5077,7112,0,1327, ,10020,3534,25.2637997
5078,7193,0,4951, ,10183,4063,33.5890007
5079,7201,0,794, ,32496,1656,40.0000000
5080,7188,0,50009, ,10387,4792,43.2425003
5081,7206,0,747, ,32958,2241,41.0000000
5082,7208,0,505, ,10147,4127,61.1208000
5083,7071,0,1094, ,10050,3698,5.0045700
5084,7151,0,22831, ,32333,1430,49.7536011
5085,7174,0,772, ,10163,4168,12.0155001
5086,7161,0,681, ,31860,1176,46.0000000
5087,7227,0,464, ,32265,1551,46.8987007
5088,7200,0,51758, ,31003,501,43.5792999
5089,7189,0,430, ,20308,4963,19.0442009
5090,7159,0,224733, ,32352,1499,32.0199013
5091,7115,0,1018, ,10378,5293,47.0000000
5092,7237,0,379, ,10037,3681,3.9894500
5093,7197,0,539, ,10433,5463,42.9202003
5094,7225,0,433, ,10371,5303,47.0000000
5095,7102,0,1568, ,10425,5284,42.0000000
5096,7170,0,428807, ,0,0,46.7966995
5097,7265,0,780, ,32496,1656,34.0435982
5098,7248,0,52614, ,31003,501,43.3259010
5099,7261,0,18467, ,20108,4143,41.7202988
5100,7260,0,2040, ,32766,1827,43.1568985
5101,7240,0,489, ,0,0,0.0000000
5102,7308,0,1685, ,32796,1955,42.3857994
5103,7278,0,3582, ,10432,5421,30.9818993
5104,7230,0,2226, ,32912,2202,7.9204898
5105,7282,0,2191, ,10412,5440,26.2737999
5106,7220,0,772, ,32958,2241,37.0000000
5107,7264,0,71446, ,10366,5079,42.8796005
5108,7271,0,3805, ,31763,948,42.8120995
5109,7251,0,225325, ,32352,1499,31.9594994
5110,7280,0,5595, ,10069,3770,14.7033005
5111,7291,0,5225, ,10441,5447,17.7765007
5112,7281,0,355, ,10396,5286,27.0000000
5113,7059,0,1420, ,10242,4632,23.0000000
5114,7303,0,672, ,32546,1589,24.0000000
5115,7307,0,76859, ,20359,5196,42.6669998
5116,7286,0,357, ,10396,5286,34.0951996
5117,7309,0,642, ,31163,475,42.0653992
5118,7310,0,1773, ,10071,3760,24.8719997
5119,7311,0,352, ,10037,3681,35.8977013
5120,7250,0,420, ,31685,929,24.0000000
5121,7301,0,78858, ,20359,5196,42.3960991
5122,7253,0,1891, ,10114,3957,46.7202988
5123,7319,0,850, ,32496,1656,45.0528984
5124,7302,0,491, ,10383,5252,30.0000000
5125,7236,0,1075, ,10490,5712,38.0000000
5126,7325,0,1049, ,10050,3698,18.0000000
5127,7328,0,686, ,10040,3697,36.0000000
5128,7330,0,502, ,32593,1532,61.1214981
5129,7246,0,2094, ,20285,4924,32.3003998
5130,7263,0,429954, ,0,0,46.7634010
5131,7331,0,79917, ,20359,5196,42.4342003
5132,7342,0,1243, ,10229,4666,32.0256996
5133,7219,0,847, ,31728,824,16.9799004
5134,7348,0,975, ,10091,3903,21.3087006
5135,7349,0,2177, ,10412,5440,31.1625996
5136,7338,0,81780, ,20359,5196,42.2737007
5137,7292,0,231109, ,32171,1393,31.5344009
5138,7356,0,1213, ,32597,1810,27.0223007
5139,7318,0,362, ,10118,3991,16.8397999
5140,7359,0,467, ,32261,1110,13.0535002
5141,7298,0,2252, ,32926,2074,25.5492992
5142,7333,0,432489, ,0,0,46.6702003
5143,7320,0,2949, ,32464,1606,42.9444008
5144,7232,0,24887, ,32848,2134,49.2009010
5145,7366,0,1257, ,20394,5348,27.0000000
5146,7350,0,3679, ,10275,4803,25.5251007
5147,7370,0,83551, ,10404,5384,42.0584984
5148,7297,0,474, ,20102,4142,17.0000000
5149,7379,0,709, ,31994,1022,22.0000000
5150,7376,0,4934, ,32800,1992,22.1940002
5151,7371,0,3547, ,10432,5421,26.0426006
5152,7386,0,757, ,32874,1924,30.0000000
5153,7388,0,441, ,32261,1110,17.0000000
5154,7389,0,1227, ,10212,4503,26.0212002
5155,7373,0,372, ,20330,5251,25.9300995
5156,7391,0,373, ,20330,5251,40.0000000
5157,7287,0,5207, ,10441,5447,42.2150993
5158,7397,0,5339, ,32910,2012,46.3717995
5159,7326,0,645, ,32546,1589,36.0000000
5160,7381,0,84701, ,10404,5384,41.9014015
5161,7403,0,363, ,0,0,0.0000000
5162,7419,0,4669, ,32549,1417,47.5847015
5163,7404,0,637, ,32471,1654,11.9812002
5164,7427,0,14872, ,30276,106,22.8048992
5165,7412,0,85625, ,10404,5384,41.8692017
5166,7327,0,1157, ,32654,1849,40.0345993
5167,7355,0,233429, ,32171,1393,31.4372997
5168,7385,0,762, ,32874,1924,50.0656013
5169,7416,0,1157, ,32654,1849,35.8322983
5170,7433,0,16183, ,30313,147,41.8600006
5171,7429,0,3540, ,10432,5421,48.2760010
5172,7436,0,16285, ,10127,3958,21.6756001
5173,7438,0,706, ,31860,1176,44.9362984
5174,7439,0,704, ,32546,1589,45.0000000
5175,7440,0,14085, ,30276,106,23.2842999
5176,7442,0,461, ,10339,5063,20.0433998
5177,7384,0,438105, ,0,0,46.4272003
5178,7444,0,1533, ,30728,440,28.1623993
5179,7324,0,2324, ,31963,1168,36.2770996
5180,7392,0,12314, ,32879,2094,42.6943016
5181,7421,0,992, ,32699,1712,51.0000000
5182,7374,0,28272, ,10142,4077,48.6691017
5183,7446,0,13576, ,32860,2089,42.7085991
5184,7447,0,358, ,20330,5251,44.8742981
5185,7448,0,2287, ,32926,2074,49.0796013
5186,7431,0,366, ,10118,3991,41.8852005
5187,7435,0,1939, ,10114,3957,39.0752983
5188,7452,0,363, ,10118,3991,9.9917402
5189,7455,0,16022, ,10127,3958,38.6917000
5190,7457,0,1030, ,20080,3971,31.1359005
5191,7434,0,86566, ,10404,5384,41.9665985
5192,7461,0,1136, ,0,0,0.0000000
5193,7387,0,4973, ,10441,5447,25.8320999
5194,7467,0,7135, ,10456,5520,24.9137993
5195,7474,0,402, ,10387,4792,24.0597000
5196,7477,0,990, ,0,0,0.0000000
5197,7437,0,249763, ,32439,1553,30.7994995
5198,7478,0,349, ,10037,3681,8.0000000
5199,7453,0,30249, ,10159,4169,48.0269012
5200,7432,0,18124, ,20108,4143,41.8361015
5201,7509,0,886, ,10235,4606,42.0000000
5202,7517,0,1206, ,32592,1439,53.0000000
5203,7512,0,535, ,10475,5471,25.0000000
5204,7521,0,6344, ,10442,5476,25.3892994
5205,7460,0,88595, ,10404,5384,41.4877014
5206,7511,0,554, ,0,0,0.0000000
5207,7490,0,725, ,20081,4150,33.0000000
5208,7542,0,13767, ,30276,106,36.9650002
5209,7544,0,764, ,32874,1924,24.0000000
5210,7545,0,5478, ,32910,2012,25.8882999
5211,7526,0,89446, ,10404,5384,41.3876991
5212,7555,0,1154, ,32592,1439,10.0087004
5213,7560,0,2376, ,20284,4889,29.0244007
5214,7618,0,1041, ,31044,641,22.9778996
5215,7480,0,250952, ,32439,1553,30.7014999
5216,7536,0,1365, ,0,0,0.0000000
5217,7569,0,252372, ,32439,1553,30.5900993
5218,7502,0,1089, ,10050,3698,5.0045900
5219,7482,0,49097, ,10387,4792,45.5046005
5220,7537,0,779, ,32958,2241,32.0410995
5221,7532,0,490, ,10147,4127,30.9367008
5222,7556,0,91085, ,10404,5384,40.8874016
5223,7551,0,556, ,0,0,0.0000000
5224,7597,0,3891, ,10067,3693,34.7719994
5225,7588,0,4429, ,20107,4153,34.6753006
5226,7599,0,2466, ,32778,1919,28.5032005
5227,7600,0,8459, ,10379,5152,35.9711990
5228,7445,0,440939, ,0,0,46.3329010
5229,7601,0,2668, ,32374,1550,25.0093994
5230,7604,0,1041, ,32695,1890,24.9759998
5231,7602,0,254061, ,32439,1553,30.4507008
5232,7610,0,7546, ,10348,5040,12.6664000
5233,7607,0,373, ,20330,5251,22.0000000
5234,7619,0,2226, ,31963,1168,25.4829006
5235,7620,0,816, ,20129,4372,28.8234997
5236,7622,0,839, ,20129,4372,23.9594994
5237,7589,0,50231, ,10387,4792,45.1085014
5238,7629,0,584348, ,0,0,43.4297981
5239,7595,0,91979, ,10460,5513,40.6973000
5240,7608,0,578, ,32717,1887,9.0155697
5241,7639,0,1752, ,32796,1955,28.9834003
5242,7640,0,505, ,32593,1532,29.1149006
5243,7635,0,92849, ,10460,5513,40.4315987
5244,7649,0,648, ,31860,1176,17.0261993
5245,7606,0,427, ,0,0,0.0000000
5246,7630,0,634748, ,0,0,43.5561981
5247,7627,0,391, ,32298,1492,35.0000000
5248,7657,0,583626, ,0,0,43.4505005
5249,7609,0,912, ,10373,5157,40.0876999
5250,7651,0,567, ,10433,5463,29.0000000
5251,7652,0,262763, ,32439,1553,29.8493004
5252,7678,0,1526, ,10160,4136,4.6422000
5253,7644,0,568, ,10475,5471,39.9295998
5254,7605,0,442781, ,0,0,46.2532005
5255,7691,0,967, ,0,0,0.0000000
5256,7694,0,491, ,32593,1532,46.9043007
5257,7668,0,264970, ,32439,1553,29.6530991
5258,7677,0,1101, ,10050,3698,7.9927301
5259,7705,0,6118, ,32834,1993,14.1844997
5260,7706,0,521, ,10147,4127,2.9942400
5261,7590,0,1197, ,32597,1810,37.0308990
5262,7711,0,635358, ,0,0,43.5470009
5263,7581,0,1184, ,32654,1849,35.0000000
5264,7535,0,2129, ,32766,1827,21.0000000
5265,7650,0,93983, ,10460,5513,40.1647987
5266,7699,0,714, ,32958,2241,12.0167999
5267,7717,0,3337, ,10489,5546,25.9888992
5268,7729,0,541, ,20281,5118,29.0000000
5269,7714,0,266116, ,32439,1553,29.5429993
5270,7685,0,581329, ,0,0,43.5015984
5271,7737,0,3347, ,10432,5421,28.9806004
5272,7731,0,1047, ,10407,5385,27.0258007
5273,7531,0,1211, ,0,0,0.0000000
5274,7658,0,520, ,10383,5252,14.0269003
5275,7738,0,5015, ,10493,5778,15.3453999
5276,7739,0,902, ,10150,4033,10.0000000
5277,7690,0,2497, ,32778,1919,33.2895012
5278,7740,0,409, ,10094,3781,6.0000000
5279,7745,0,960, ,10019,3501,4.0000000
5280,7712,0,636633, ,0,0,43.5321999
5281,7725,0,411, ,10094,3781,34.9147987
5282,7751,0,136151, ,31883,1132,34.7863007
5283,7741,0,267488, ,32439,1553,29.4113998
5284,7704,0,1094, ,10490,5712,13.0237999
5285,7774,0,3753, ,10067,3693,16.4435997
5286,7778,0,367, ,0,0,0.0000000
5287,7781,0,6217, ,10079,3782,31.9972992
5288,7684,0,445025, ,0,0,46.1741982
5289,7796,0,1161, ,10212,4503,36.1757011
5290,7797,0,4958, ,10183,4063,30.3675003
5291,7724,0,95229, ,10460,5513,39.8799019
5292,7813,0,19825, ,32037,1301,21.3852005
5293,7840,0,451, ,32265,1551,28.9356995
5294,7844,0,134424, ,31740,963,34.7851982
5295,7674,0,1416, ,10469,5552,36.0253983
5296,7847,0,520, ,10383,5252,36.0000000
5297,7860,0,18521, ,32037,1301,20.8631992
5298,7861,0,357, ,31282,703,15.0000000
5299,7862,0,133971, ,31740,963,34.7579002
5300,7863,0,429, ,10387,4792,44.2051010
5301,7749,0,638616, ,0,0,43.4958000
5302,7785,0,2006, ,0,0,0.0000000
5303,7755,0,972, ,10019,3501,38.0782013
5304,7865,0,2147, ,10412,5440,16.9505997
5305,7872,0,5317, ,10194,4476,18.5242004
5306,7874,0,550, ,10433,5463,21.0764008
5307,7812,0,116241, ,31740,963,36.5539017
5308,7883,0,3026, ,30412,161,7.9087901
5309,7885,0,356, ,20330,5251,20.9410000
5310,7821,0,672, ,32546,1589,20.9687996
5311,7720,0,1723, ,32796,1955,44.0000000
5312,7888,0,1626, ,20064,4020,37.3947983
5313,7889,0,2611, ,32536,1386,23.3160000
5314,7881,0,1198, ,32654,1849,16.9857998
5315,7891,0,461, ,32265,1551,20.0433998
5316,7845,0,451, ,32801,1946,25.9424000
5317,7886,0,808, ,10431,5326,16.0198002
5318,7873,0,7586, ,20374,5349,16.6819000
5319,7853,0,413, ,10387,4792,15.0362997
5320,7902,0,9496, ,10107,3923,22.1457005
5321,7897,0,1298, ,32850,1925,19.8575001
5322,7827,0,651, ,10040,3697,6.0368700
5323,7912,0,2503, ,32536,1386,21.3834991
5324,7914,0,799, ,32496,1656,20.0000000
5325,7915,0,132822, ,31740,963,34.8827019
5326,7923,0,414, ,10387,4792,20.0482998
5327,7898,0,119943, ,31740,963,35.9390984
5328,7890,0,2613, ,32778,1919,35.6575012
5329,7920,0,1524, ,10377,5304,23.7374992
5330,7892,0,734, ,32958,2241,35.0000000
5331,7849,0,2561, ,32778,1919,32.3534012
5332,7911,0,437, ,10094,3781,9.0205898
5333,7936,0,574, ,10433,5463,13.0000000
5334,7928,0,520, ,10383,5252,32.0000000
5335,7939,0,749, ,20081,4150,17.0000000
5336,7925,0,120645, ,31740,963,35.8773003
5337,7880,0,474, ,32918,2097,21.9535999
5338,7940,0,640851, ,0,0,43.4431992
5339,7730,0,8540, ,10379,5152,27.1669006
5340,7944,0,121576, ,31740,963,35.7789001
5341,7956,0,616, ,32513,1764,24.9594002
5342,7961,0,122963, ,31740,963,35.6506996
5343,7965,0,6771, ,20331,5249,21.3146992
5344,7966,0,2718, ,20009,3647,6.7740998
5345,7962,0,131070, ,31740,963,34.8320999
5346,7960,0,417, ,10094,3781,2.0000000
5347,7979,0,1202, ,32654,1849,33.0275002
5348,7980,0,1621, ,10160,4136,10.0061998
5349,8019,0,877, ,31195,796,11.0124998
5350,8020,0,1586, ,20064,4020,9.0000000
5351,8024,0,4630, ,20107,4153,28.6005993
5352,7968,0,698, ,31860,1176,9.9856701
5353,8010,0,608, ,0,0,0.0000000
5354,7937,0,3923, ,10067,3693,31.8013992
5355,8047,0,85025, ,10404,5384,38.2228012
5356,8048,0,369, ,32298,1492,51.0000000
5357,8034,0,86213, ,10404,5384,38.1613007
5358,7950,0,649853, ,0,0,43.2112007
5359,8051,0,6650, ,20331,5249,15.8463001
5360,8052,0,865, ,30159,43,10.0000000
5361,8059,0,356, ,10118,3991,9.5814600
5362,8060,0,842, ,20129,4372,16.2280006
5363,8070,0,5268, ,10194,4476,18.6560001
5364,8049,0,736146, ,0,0,42.6174011
5365,8064,0,441, ,10339,5063,13.9682999
5366,8073,0,1013, ,0,0,0.0000000
5367,8002,0,1073, ,10490,5712,30.0000000
5368,8074,0,83517, ,20370,5380,38.3768005
5369,8072,0,2140, ,10412,5440,15.9925003
5370,8086,0,2380, ,31224,693,17.4731007
5371,7903,0,3066, ,32415,1607,16.1774006
5372,7994,0,1116, ,0,0,0.0000000
5373,8097,0,767, ,20081,4150,14.0000000
5374,8102,0,5143, ,30943,422,19.9470997
5375,8029,0,1478, ,10453,5460,15.0202999
5376,8127,0,364, ,20330,5251,2.9835200
5377,8126,0,368, ,10037,3681,0.9945650
5378,8139,0,737461, ,0,0,42.5808983
5379,8141,0,697, ,0,0,0.0000000
5380,8150,0,555, ,10433,5463,29.0000000
5381,8128,0,394, ,20330,5251,9.9746199
5382,8119,0,587, ,32586,1723,13.0000000
5383,8161,0,81837, ,31383,740,38.3764000
5384,8162,0,372, ,20330,5251,53.6773987
5385,8153,0,687, ,30555,330,8.0000000
5386,8165,0,726, ,32874,1924,7.0000000
5387,8027,0,7189, ,10348,5040,20.9435005
5388,8061,0,1107, ,0,0,0.0000000
5389,8089,0,4684, ,20107,4153,15.6490002
5390,8136,0,738340, ,0,0,42.5772018
5391,8055,0,1367, ,32734,1885,6.0000000
5392,8184,0,345, ,20330,5251,20.0000000
5393,8103,0,1486, ,10180,4316,10.0000000
5394,8186,0,81343, ,31383,740,38.4859009
5395,8175,0,743393, ,0,0,42.3879013
5396,7929,0,6305, ,32834,1993,26.3581009
5397,8130,0,2352, ,31963,1168,10.1177998
5398,8209,0,2200, ,10412,5440,18.2626991
5399,8146,0,582, ,10433,5463,34.0000000
5400,8197,0,699, ,31860,1176,12.0172005
5401,8187,0,2113, ,10412,5440,46.9555016
5402,8123,0,658, ,31860,1176,4.0060802
5403,8214,0,1208, ,32654,1849,25.0977001
5404,8216,0,79266, ,31383,740,38.6650009
5405,8217,0,2054, ,10412,5440,14.0969000
5406,8205,0,4604, ,20107,4153,13.9181004
5407,8170,0,8718, ,10379,5152,18.2084007
5408,8224,0,348, ,32298,1492,0.0000000
5409,8198,0,794, ,0,0,0.0000000
5410,8233,0,406, ,20308,4963,8.0788202
5411,8204,0,638, ,32586,1723,1.9968700
5412,8237,0,435, ,10094,3781,9.8069000
5413,8238,0,1083, ,31092,500,13.0000000
5414,8219,0,5323, ,32454,1555,12.5677004
5415,8242,0,3036, ,30412,161,18.0118999
5416,8240,0,821, ,32496,1656,28.0340996
5417,8243,0,349, ,20330,5251,19.9426994
5418,8179,0,509, ,10147,4127,0.0000000
5419,8194,0,750714, ,0,0,42.2405014
5420,8264,0,437, ,10094,3781,37.0000000
5421,8163,0,1260, ,32935,2238,10.2865000
5422,8229,0,10295, ,10234,4664,16.4990005
5423,8270,0,78381, ,31383,740,38.6179008
5424,8271,0,583, ,10433,5463,51.0875015
5425,8274,0,393, ,20330,5251,6.3206100
